,InvoiceID,Barcode
12467,VN0076010102230079,"8938502525337, 2250103000058, 8934677000358"
12468,VN0076010102230082,"8935090912662, 8935217413201"
12469,VN0076010102230084,"8935112200005, 8936076270271"
12470,VN0076010102230085,"8938502525337, 8938512632025"
12471,VN0076010102230087,"8938507849032, 2701020000060"
12472,VN0076010102230089,"8934588063053, 2010803000273, 2010805000226"
12473,VN0076010102230090,"8801136361933, 8935217413201"
12474,VN0076010102230092,"8850157511650, 8935005800145, 8938512632032"
12475,VN0076010102230099,"8934563651138, 8936071070203, 8936076270264, 8935311100472"
12476,VN0076010102230100,"8936110050425, 8935005800145"
12477,VN0076010102230102,"8938502525351, 8850393800440"
12478,VN0076010102230103,"8934588063176, 8934563651138, 8934673500357"
12479,VN0076010102230107,"8938502525351, 8938502003323"
12480,VN0076010102230109,"8935049510864, 260202000017"
12481,VN0076010102230110,"8935001712527, 2701020000046"
12482,VN0076010102230112,"8938502525368, 2260101000097, 2010805000356, 8936127790246, 8936127790147, 2120201000017"
12483,VN0076010102230113,"8934673606820, 2290102000308"
12484,VN0076010102230116,"8934564600838, 4895138308519"
12485,VN0076010102230118,"8938502525351, 8934588883132, 2120201000024, 8934673605823"
12486,VN0076010102230119,"8938502525351, 8935112200005"
12487,VN0076010102230120,"8936185350215, 8936092880126, 8936092880041"
12488,VN0076010102230121,"8850393800013, 8934755014345, 8934755020063, 8934755010033"
12489,VN0076010102230128,"8938502525337, 8934588873058, 8935001214236"
12490,VN0076010102230130,"2010805000363, 8936127791014"
12491,VN0076010102230134,"8938502525344, 8936010532106, 8936104380163"
12492,VN0076010102230135,"8857099003274, 8934563619138"
12493,VN0076010102230136,"8934563619138, 8936034875333"
12494,VN0076010102230138,"8934841901849, 8935297101807"
12495,VN0076010102230139,"884394009517, 8934588243011, 8801382123446"
12496,VN0076010102230141,"8934774001005, 5038483492871, 8934614030356, 8936131790041, 8935217400355"
12497,VN0076010102230142,"8936079120108, 8935049512004, 8936049051715"
12498,VN0076010102230143,"8935049501374, 8935049501374"
12499,VN0076010102230151,"8934563165161, 8934563138165"
12500,VN0076010102230152,"2010805000363, 8935001282433, 89301210"
12501,VN0076010102230153,"8935237711127, 8936036026146"
12502,VN0076010102230154,"8934755020100, 8936209892318"
12503,VN0076010102230155,"8935268201222, 8936079121020"
12504,VN0076010102230156,"8934588183133, 8938502525344"
12505,VN0076010102230157,"8936079121020, 8934588883132, 8936132380159"
12506,VN0076010102230160,"2010803000273, 8934563651138"
12507,VN0076010102230161,"8934563550196, 8936127790017"
12508,VN0076010102230163,"2010803000396, 2010805000202, 2270301000308"
12509,VN0076010102230165,"9556564083931, 8934677000341"
12510,VN0076010102230167,"2701020000053, 8935005801012"
12511,VN0076010102230168,"8935049510864, 2120201000017"
12512,VN0076010102230170,"2010101000005, 8935001215028"
12513,VN0076010102230175,"8938512632025, 8936127791113"
12514,VN0076010102230176,"8803628631012, 8936127790017"
12515,VN0076010102230178,"2010803000273, 2260501000123, 2270102000026, 2120201000017"
12516,VN0076010102230181,"8938512932071, 8938501434012"
12517,VN0076010102230184,"8935049501534, 2010101000005, 8934588672118"
12518,VN0076010102230185,"8935007147071, 260201013661, 2010803000112"
12519,VN0076010102230190,"8935049500698, 8936076271803"
12520,VN0076010102230192,"8935049501657, 2010101000005, 8934588133138"
12521,VN0076010102230194,"8938502525344, 8934563651138, 8936013680033"
12522,VN0076010102230196,"8934614015025, 8934563619138, 8935217400355"
12523,VN0076010102230200,"8852961020632, 8852961020595, 8934564600807, 8936034875333, 8936034875357"
12524,VN0076010102230202,"8938502525344, 89686010947"
12525,VN0076010102230203,"2010101000005, 8935112200005, 260202000017"
12526,VN0076010102230207,"7891962027388, 8936036027464"
12527,VN0076010102230208,"8935049501244, 8935049510857, 8850389302811, 8801007049328, 8850157100557, 8935023911137, 8935049511014, 8934588653056, 2120201000024"
12528,VN0076010102230209,"8934614015025, 8938512632025"
12529,VN0076010102230211,"2010101000005, 8934563619138, 8935112200005"
12530,VN0076010102230213,"8935049501503, 9556182104018, 770795005596"
12531,VN0076010102230216,"8938502525344, 8936136164748, 8936034875333, 260201013661"
12532,VN0076010102230218,"8935012413338, 8938522483075, 8936079284404, 8936079285883, 8936079284688, 2701030000074, 2010903000135, 8934692040018, 8934743181042"
12533,VN0076010102230219,"8938501349118, 8936110050722, 8934563669133, 8934563301156"
12534,VN0076010102230221,"8935049501244, 8808024028824, 8935049501596"
12535,VN0076010102230225,"8936009052165, 8936009052134"
12536,VN0076010102230226,"8935049501367, 8934563651138, 8936079122331"
12537,VN0076010102230227,"2010101000012, 6914973600362"
12538,VN0076010102230229,"8935297102217, 8934563138165, 8934563102166"
12539,VN0076010102230230,"8936011779753, 8851932415613"
12540,VN0076010102230231,"8935004400940, 8935004400889"
12541,VN0076010102230232,"8801062876150, 8801073211063, 8936036028133"
12542,VN0076010102230236,"8999178770223, 8936079282264, 8851818129702"
12543,VN0076010102230237,"8936011774819, 8000500010709, 4710911033733, 5000267014005, 8934564600869, 4901061004296, 8935049501626"
12544,VN0076010102230238,"9556182104018, 8934755010255, 4945252893016"
12545,VN0076010102230239,"8936036026191, 8992931009561"
12546,VN0076010102230240,"8934563185152, 2120201000017"
12547,VN0076010102230245,"8938508547715, 8850157100557, 8801767336720, 8859578600288"
12548,VN0076010102230246,"8936036027464, 8936185350192"
12549,VN0076010102230247,"8850006332542, 8938545001010, 8800073500276, 8938505974200"
12550,VN0076010102230248,"8938503131773, 2010101000005"
12551,VN0076010102230250,"8935005800145, 8935313000015"
12552,VN0076010102230254,"2010805000363, 8936071090966"
12553,VN0076010102230256,"2601010000165, 4710105062723, 8934588873058"
12554,VN0076010102230258,"4902430453981, 8801030000396, 8934755035036, 8936036201604, 8936036201208, 9556001029362, 8936006857077, 9300682016278, 93682961, 8935001712282, 8935001712305, 4983435722401, 8801043004275, 31146150601, 8801043015653, 884394009401, 8801048921003, 8801073210363, 8801073210776, 8934677000341, 8934677000457, 8934677000334"
12555,VN0076010102230259,"8934868168065, 8992931005020, 8938503932042"
12556,VN0076010102230260,"8938502525344, 8936104380057, 9556001029362, 8934588233074, 8934588173073"
12557,VN0076010102230261,"8934692070367, 8934692070145, 8934692100316, 8934692100323, 8934692040018"
12558,VN0076010102230263,"8936104380347, 8938500432910"
12559,VN0076010102230264,"8935015402612, 89686011036, 8936028641616"
12560,VN0076010102230266,"8934563347130, 2010803000181"
12561,VN0076010102230268,"8936087396588, 8936127794404"
12562,VN0076010102230269,"8935268201222, 8935217411580"
12563,VN0076010102230272,"8935049501534, 8936071070197, 8934677000341"
12564,VN0076010102230273,"2230103000098, 88002101, 8809296883388"
12565,VN0076010102230275,"8935049501534, 8936079120115"
12566,VN0076010102230276,"8410525116711, 8936127791212, 5000159459228"
12567,VN0076010102230277,"8934803043075, 8934803043129, 4893049120008, 260202000017"
12568,VN0076010102230280,"260202000017, 2270301000308"
12569,VN0076010102230282,"8934588063176, 8934588293559"
12570,VN0076010102230283,"8934588023132, 8936104380057, 8934563619138, 8934588673139, 8934588233074"
12571,VN0076010102230284,"8850157405331, 260202000017"
12572,VN0076010102230285,"8935297102217, 8936104380057, 8936127790017"
12573,VN0076010102230288,"8934588843051, 8934588183133, 8935049501190, 8935049500711, 8934588503054, 8935001282310, 8935001282327"
12574,VN0076010102230289,"9556182104049, 8000500010709, 6942836703240, 8938503000017, 4902777312415, 2120201000017"
12575,VN0076010102230290,"4895138308540, 8859578601421"
12576,VN0076010102230292,"8935015402544, 8801007049328, 6921294337969, 8935005801012, 8935049510895, 8936127794107"
12577,VN0076010102230295,"8935217400195, 8809260942400, 8804433102322"
12578,VN0076010102230296,"8936011775519, 8936011776585"
12579,VN0076010102230299,"8936049691140, 21202010, 2290101000339, 9421903788030, 8935217413201, 8936052000830"
12580,VN0076010102230300,"8938502525337, 8934588873058"
12581,VN0076010102230301,"8934680113267, 8934673818391"
12582,VN0076010102230302,"89303375, 89301210"
12583,VN0076010102230303,"8934588063176, 8938508547715, 8934563138165, 8936049051647"
12584,VN0076010102230305,"8850006332542, 2120201000024"
12585,VN0076010102230307,"2010101000005, 8936011772808, 8936036200195"
12586,VN0076010102230308,"8935297102217, 8936146443635, 8934563550196, 8803628001105, 8934743181042"
12587,VN0076010102230309,"8801019606540, 8885011230880"
12588,VN0076010102230310,"31146270606, 8938540871557, 8801073210776"
12589,VN0076010102230311,"8934822401337, 8858223008479"
12590,VN0076010102230312,"2010803000150, 260202000017"
12591,VN0076010102230313,"8935049510857, 8997035601321"
12592,VN0076010102230317,"8934588023132, 8936087396687, 8934588233074"
12593,VN0076010102230318,"8934588063053, 8934563651138, 260201013661"
12594,VN0076010102230319,"8809041428925, 8935012443380"
12595,VN0076010102230320,"7622210580276, 6901668053121"
12596,VN0076010102230323,"8934563651138, 8935311102353"
12597,VN0076010102230325,"8938502525344, 260201013661"
12598,VN0076010102230326,"8934803026078, 8936079122249"
12599,VN0076010102230328,"8938502525344, 8934588873058"
12600,VN0076010102230329,"8938502525368, 8936013680033"
12601,VN0076010102230330,"3068320055008, 8935112200005"
12602,VN0076010102230333,"8938502525337, 8934755010347"
12603,VN0076010102230335,"8934588063053, 8936011779197"
12604,VN0076010102230336,"8934588873058, 260202000017"
12605,VN0076010102230338,"2010101000005, 8934680113267, 8935049510680"
12606,VN0076010102230340,"8934680113823, 8936036020403"
12607,VN0076010102230341,"8801121766347, 88002101, 8935112200005"
12608,VN0076010102230344,"8936036028287, 8936149340061"
12609,VN0076010102230345,"8936104380163, 8997035600638"
12610,VN0076010102230347,"8934822212339, 8934588012112"
12611,VN0076010102230348,"8934563651138, 8936013680521"
12612,VN0076010102230350,"8936104380446, 8934588873058"
12613,VN0076010102230352,"8936104380446, 2601010000172, 2010803000112"
12614,VN0076010102230357,"9556182104018, 93682978, 8938512932071, 8935217406074"
12615,VN0076010102230358,"8936031835538, 4897036693636"
12616,VN0076010102230360,"8935049501596, 8934673605823"
12617,VN0076010102230363,"8850393801379, 8936087396595, 8938502003620"
12618,VN0076010102230364,"8935107202106, 7804634121260, 8936033980434"
12619,VN0076010102230365,"8934564600838, 8934588013133, 8801382124528"
12620,VN0076010102230366,"8935049510864, 8801056086770"
12621,VN0076010102230369,"8801073211254, 8801073211667, 8934692100323, 8934822101503"
12622,VN0076010102230370,"8934803043259, 8934803044270"
12623,VN0076010102230372,"8934588253010, 8801007049328"
12624,VN0076010102230376,"8850389103142, 8809005028970, 8934588873102"
12625,VN0076010102230377,"2010101000005, 8888589723013"
12626,VN0076010102230378,"8934681853605, 8934889110104, 8936020760667, 2010101000005"
12627,VN0076010102230380,"8936011775519, 8936011772808"
12628,VN0076010102230388,"8936010532120, 8934563114206, 8935112200005"
12629,VN0076010102230390,"8809296888734, 8809296888758, 8801073210776"
12630,VN0076010102230392,"8934755035197, 8938503931564"
12631,VN0076010102230393,"8935049510673, 31146155736, 8801043015653, 8938512632032"
12632,VN0076010102230394,"8936017363505, 8936131790287"
12633,VN0076010102230395,"8934822212339, 8934822201210"
12634,VN0076010102230396,"8938502003989, 8938502003620, 8934804045078"
12635,VN0076010102230402,"2010101000005, 8935112200005"
12636,VN0076010102230403,"8934804029726, 8809713910710, 8809041428925, 8809713910116"
12637,VN0076010102230404,"8936087395932, 2270101000560"
12638,VN0076010102230406,"8850393800679, 8936049691126, 8936049691140, 8934673601825, 8938501434012"
12639,VN0076010102230409,"8934673619615, 51131968165"
12640,VN0076010102230413,"8934588063060, 8934588063053, 8934755035326, 8936136164755, 2120201000017, 8809054409034"
12641,VN0076010102230417,"8935004401466, 8935004401268"
12642,VN0076010102230418,"8801767336720, 8938501434012"
12643,VN0076010102230423,"8935006538924, 8935237711127, 8934588673139, 4903111424283"
12644,VN0076010102230426,"8934868166344, 8801062267712"
12645,VN0076010102230427,"8936135000375, 40835914646, 4945252273030, 8936127796019"
12646,VN0076010102230428,"8936135000375, 8801147123865"
12647,VN0076010102230430,"31146150601, 4902430775793, 8934588873102"
12648,VN0076010102230431,"8935237711127, 4902888210372, 8852008300116, 8936079120139, 8801062636358, 8888077101101"
12649,VN0076010102230434,"8936127791014, 2010104000118"
12650,VN0076010102230435,"9556182104018, 4005808321711"
12651,VN0076010102230437,"8935005801012, 8936079120139, 8992760221028, 2010904000004"
12652,VN0076010102230438,"8936079121020, 8934803043259, 8934803044270"
12653,VN0076010102230439,"8858702410847, 8859559600962, 8934614031148, 8934588873058"
12654,VN0076010102230440,"770795101007, 8934822212339"
12655,VN0076010102230441,"8934841901856, 8935001214236"
12656,VN0076010102230443,"8936031837457, 8936010532106, 8936010532120"
12657,VN0076010102230444,"8938545001010, 2010805000356"
12658,VN0076010102230446,"8850125000063, 8938501434012"
12659,VN0076010102230449,"8935004400940, 8936136164694, 8936049051647, 8801073210363"
12660,VN0076010102230450,"4901360314966, 8859578600370"
12661,VN0076010102230451,"8936049691126, 8936136164694, 8801068038262, 8934588172113, 8934588293559"
12662,VN0076010102230453,"2703020000019, 8934692070145, 8934692040018, 8935311100472"
12663,VN0076010102230454,"8935049501541, 8938512632025"
12664,VN0076010102230459,"8680181121248, 8936127791113"
12665,VN0076010102230460,"8934755010033, 8934755020018, 8888336008080"
12666,VN0076010102230461,"2010403000000, 2010403000055"
12667,VN0076010102230462,"8935049500544, 8935049510857, 8936061260447"
12668,VN0076010102230464,"8936031837457, 8936122200016"
12669,VN0076010102230467,"2703010000043, 8934588673139"
12670,VN0076020102230001,"8934840000093, 8801062435692, 8934588883132, 769828111014, 8936127790017, 4901301289599"
12671,VN0076020102230003,"8936011774819, 4901301227850"
12672,VN0076020102230005,"8938502525368, 8936127790017"
12673,VN0077010102230001,"8936059001564, 8935117702030, 8934674015416, 8936059006835, 3154145117103, 8934868147510, 8935001800347, 8935001822295, 8935001822769"
12674,VN0077010102230002,"6921168500956, 8934673700108, 8936071091000, 9421017391096, 8935217440108"
12675,VN0077010102230003,"9556564083948, 8935049501633, 5900020029348"
12676,VN0077010102230005,"8809301767603, 8934563550196"
12677,VN0077010102230006,"2010901000243, 8934822212339, 107068781510, 89301210"
12678,VN0077010102230009,"8936079140014, 2702010000077"
12679,VN0077010102230010,"2010101000005, 8935112200005"
12680,VN0077010102230011,"8934588063053, 8934840000130"
12681,VN0077010102230012,"8934588183133, 8410031934892, 2010805000202, 2010803000112, 8934841901641"
12682,VN0077010102230013,"8936036027891, 8801728105525"
12683,VN0077010102230014,"8858702437738, 8934681960075, 8935001715566, 8852116805015"
12684,VN0077010102230017,"2010803000150, 8850393919975, 2010803000273"
12685,VN0077010102230018,"8938529017082, 8885011230880, 260201013661, 8934673576345"
12686,VN0077010102230019,"8938502525337, 8935049500544, 8934822212339"
12687,VN0077010102230024,"8935006531048, 8935090912662, 4901331002540, 2010904000035"
12688,VN0077010102230027,"8938502525344, 8936071070203"
12689,VN0077010102230028,"2702010000015, 8936127796217"
12690,VN0077010102230035,"2270102000026, 8934673573344"
12691,VN0077010102230036,"8934588063053, 8934677013310"
12692,VN0077010102230037,"769828221591, 2270102000361, 2270301000322"
12693,VN0077010102230038,"8936036026146, 8934804025766"
12694,VN0077010102230043,"8935049501244, 260202000017"
12695,VN0077010102230045,"2010101000005, 2010904000028, 8935001282365"
12696,VN0077010102230046,"8936010682023, 8801043059701, 8934563193263"
12697,VN0077010102230047,"8934841901849, 8935001712411, 2010805000233, 2010805000028"
12698,VN0077010102230048,"2270202000032, 260201013661, 8934841900286"
12699,VN0077010102230052,"8935049501503, 8908009419644, 6914973600362, 8934673576390"
12700,VN0077010102230055,"8938502525337, 2010803000402, 2010805000356"
12701,VN0077010102230056,"8938502525337, 250301000010, 8936140890534"
12702,VN0077010102230058,"2270102000361, 8934804037769"
12703,VN0077010102230061,"8938502525344, 8934680033442, 4547894640234, 8935217413409, 260201013661"
12704,VN0077010102230062,"8935237711448, 8934674015416"
12705,VN0077010102230064,"8934588063060, 8934564600869"
12706,VN0077010102230065,"6921738097145, 3154140177102, 8936007456712, 4977564650070, 8935001800354, 8935001822295, 8935001822769"
12707,VN0077010102230069,"8934563654146, 8934563653132"
12708,VN0077010102230070,"8934563670139, 2270102000026, 2010803000112"
12709,VN0077010102230072,"2701020000022, 2701020000046, 260501000011"
12710,VN0077010102230073,"2010809000253, 8936104380446"
12711,VN0077010102230076,"8935004401466, 8934588692116, 8934588692116"
12712,VN0077010102230077,"2270101000560, 2702010000039, 8934588873058"
12713,VN0077010102230078,"8935049510857, 8934822212339"
12714,VN0077010102230079,"8936049051647, 8934588873102"
12715,VN0077010102230082,"2701020000015, 8934680033107"
12716,VN0077010102230083,"8936071070197, 8934588293559"
12717,VN0077010102230089,"2010101000012, 8934563653132, 8934563550196"
12718,VN0077010102230090,"8936011779555, 8858223008479"
12719,VN0077010102230092,"8858702437738, 8851932439169"
12720,VN0077010102230093,"8801104940023, 8801104940146, 8935001713128, 2701020000022"
12721,VN0077010102230094,"8934588183133, 8934677020219"
12722,VN0077010102230095,"2701020000046, 8934804036458, 260202000017"
12723,VN0077010102230096,"8938507849155, 2270101000591"
12724,VN0077010102230099,"8936010532090, 2010805000233"
12725,VN0077010102230100,"96183519, 8997035600638"
12726,VN0077010102230102,"8935117702115, 8888336008936, 8936127796217, 8936127796019, 8936127796019"
12727,VN0077010102230103,"2010101000005, 8934564600357, 8850228003510"
12728,VN0077010102230104,"5904941750169, 8936079140014"
12729,VN0077010102230105,"8935001716679, 8850453017528"
12730,VN0077010102230108,"8682091023650, 8850228003022"
12731,VN0077010102230111,"8885011230903, 8936011779197"
12732,VN0077010102230112,"250302000017, 2010805000363"
12733,VN0077010102230114,"2010101000005, 8934588672118"
12734,VN0077010102230115,"8935237711448, 4987176122001"
12735,VN0077010102230116,"8938507849674, 8994834006203"
12736,VN0077010102230118,"8934588063053, 8934674015416"
12737,VN0077010102230120,"8691216090439, 8850228003022"
12738,VN0077010102230121,"8935001701699, 8934563550196, 8934803042276, 8934673606820"
12739,VN0077010102230124,"8851123237031, 9300682001304"
12740,VN0077010102230125,"8858702437738, 8934564600869"
12741,VN0077010102230128,"8934563670139, 8935117702115, 8936028641531"
12742,VN0077010102230129,"8938501349118, 8936146442263, 8935090910873, 8934614031216, 8936071070197, 8936049051753, 8935273601260"
12743,VN0077010102230130,"2701020000046, 8934804025766"
12744,VN0077010102230133,"8935049510857, 8935049510864, 8935005800015, 2010805000219"
12745,VN0077010102230135,"8850393800020, 8936146442249, 8850453011069, 8852116809792, 8936127794404, 8934673600224"
12746,VN0077010102230136,"8934563550196, 8934673575348"
12747,VN0077010102230138,"2010101000005, 8935001215028"
12748,VN0077010102230139,"2010902000228, 8936013680507"
12749,VN0077010102230141,"8934755035036, 8934680012652, 8936127796217"
12750,VN0077010102230145,"8938502525344, 8934614031148"
12751,VN0077010102230146,"2701020000015, 8934588293559"
12752,VN0077010102230148,"2010809000512, 2260501000031, 2260501000109"
12753,VN0077010102230151,"8410525186516, 8997035600638, 8938503932042"
12754,VN0077010102230152,"8936146442263, 8935090910842, 770795005619"
12755,VN0077010102230155,"8938502525337, 8935049500711"
12756,VN0077010102230160,"2010906000095, 8934803043259"
12757,VN0077010102230166,"2010101000005, 8936122200016"
12758,VN0077010102230167,"2010809000208, 2010809000277, 8934563138165, 2260501000055"
12759,VN0077010102230172,"8936079140014, 8934804027784"
12760,VN0077010102230173,"2010902000228, 8935005800145"
12761,VN0077010102230174,"8850157511681, 8938545001003"
12762,VN0077010102230176,"8801104940146, 6972885416518, 8857099003274, 2010101000005, 2010805000233, 2010805000028"
12763,VN0077010102230178,"8936104380057, 8934841900446"
12764,VN0077010102230183,"8938502525337, 8852116809792"
12765,VN0077010102230185,"8934804036458, 260202000017"
12766,VN0077010102230186,"2260501000123, 260201013661"
12767,VN0077010102230188,"8850006945421, 8936079120108"
12768,VN0077010102230189,"8936031835538, 96104033"
12769,VN0077010102230191,"8938512632032, 8934588873058"
12770,VN0077010102230194,"2010805000356, 8934804027784"
12771,VN0077010102230195,"93682978, 93682961, 8936136164700"
12772,VN0077010102230197,"8938507849032, 8936146443659"
12773,VN0077010102230201,"4902888116155, 8935049014713, 8935049510659, 8934677000372"
12774,VN0077010102230202,"8938502525337, 2010803000396"
12775,VN0077010102230203,"8934588063060, 8936079121761, 2270201000002"
12776,VN0077010102230207,"8934588063060, 8934804034058, 8934673574341"
12777,VN0077010102230216,"8935049510147, 2010101000012"
12778,VN0077010102230219,"8935004401060, 8935237711448, 8935004400889, 8997035600638"
12779,VN0077010102230220,"8935049510673, 2010101000005, 8936079120276, 8936079120252"
12780,VN0077010102230222,"8934588063176, 8936079140014"
12781,VN0077010102230223,"8850393919975, 8850157100519"
12782,VN0077010102230224,"8934588023132, 8934588233074"
12783,VN0077010102230225,"8935049510857, 2010903000098, 8934804025766"
12784,VN0077010102230226,"8934588183133, 8850389103142"
12785,VN0077010102230228,"8936017363505, 8934563138165, 8934563805159"
12786,VN0077010102230229,"8934588692116, 8934755035074, 8938503131742, 8935049510857"
12787,VN0077010102230230,"8857099003885, 8936185350130, 8938515869220, 8936079122256, 8935311101073"
12788,VN0077010102230231,"8936010681361, 8935005801043, 8935005800145"
12789,VN0077010102230232,"8934588063060, 8936094291302, 8936031835538"
12790,VN0077010102230233,"8934822212339, 8936079121112, 8936079121778, 8934803024814, 8934803043129, 8934803042276"
12791,VN0077020102230006,"8935001282280, 8858223025049, 8859470510081"
12792,VN0077020102230007,"8938522483068, 8859578603821, 8935112200005"
12793,VN0077020102230008,"8850393801379, 2010101000005"
12794,VN0079010102230001,"8934564600357, 8934564600173, 8936503747475"
12795,VN0079010102230003,"8801007139647, 8936049690976, 8934868141532"
12796,VN0079010102230004,"8936049690976, 8936049691140"
12797,VN0079010102230008,"8934674043013, 8934673573344"
12798,VN0079010102230009,"8934588063060, 2090103000203, 4710168714812, 8936079140014, 8934563462154, 8935311110280"
12799,VN0079010102230010,"8936026265050, 8936079120139, 765444406411, 8851932145329"
12800,VN0079010102230013,"8850393991926, 2010902000198, 8936149340061, 8935049500698, 2703010000036, 8938505214443"
12801,VN0079010102230014,"8850157511650, 8850228003046, 8934588232114"
12802,VN0079010102230015,"8934841901863, 8936026265050, 9551013023209"
12803,VN0079010102230016,"8935117702115, 8850393800679, 2701030000036, 8936011775724"
12804,VN0079010102230017,"8938501349118, 8934755021077"
12805,VN0079010102230018,"8938503000024, 2702010000015, 2120201000024"
12806,VN0079010102230019,"8938507849025, 8935005801012, 2010904000004, 8934588293559, 8935217410309"
12807,VN0079010102230020,"2290101000346, 8850987101496"
12808,VN0079010102230025,"8936079121167, 8992760221028, 2010904000028"
12809,VN0079010102230026,"8934588023132, 8938529017143, 2701030000067, 8852052110600, 8938503000024"
12810,VN0079010102230027,"8997035600645, 8934822101336"
12811,VN0079010102230030,"8934564600838, 2701020000046, 2270201000033"
12812,VN0079010102230032,"8935049500544, 8936079140014"
12813,VN0079010102230033,"8998866201360, 2260101000097, 8934564600357, 8934841900293"
12814,VN0079010102230034,"2270102000026, 8938512632025, 2120201000017"
12815,VN0079010102230036,"8934804029726, 8934563347130"
12816,VN0079010102230037,"8934588023132, 8934588173073"
12817,VN0079010102230038,"2010805000226, 2010403000062"
12818,VN0079010102230039,"8934588503054, 6942836702403, 4902777015927, 8935112200005, 8938512632025, 8935217400195, 8935217400393"
12819,VN0079010102230040,"8938503131117, 8935049500698, 2701020000046"
12820,VN0079010102230042,"8934588183133, 2010901000304, 8691216090477, 8935049510895, 8936036028119"
12821,VN0079010102230043,"2701020000015, 2230103000098"
12822,VN0079010102230044,"8936079140021, 2120201000017"
12823,VN0079010102230046,"260101000013, 2701020000060, 8857099003274, 2703010000043"
12824,VN0079010102230050,"2010805000363, 4895138305204, 8858702402187"
12825,VN0079010102230051,"7622300761349, 8936036028256"
12826,VN0079010102230053,"2010809000253, 8934680012652, 2010803000112"
12827,VN0079010102230055,"2701020000053, 8935049013266"
12828,VN0079010102230057,"8936010541337, 8936503747475"
12829,VN0079010102230059,"2702010000022, 2010904000004"
12830,VN0079010102230060,"2010101000005, 8935217410309"
12831,VN0079010102230062,"2010902000228, 8936010532120, 8934614015025, 2270102000033"
12832,VN0079010102230063,"8938505974200, 2010805000226, 250103011900, 2010803000181, 8938503932011"
12833,VN0079010102230064,"2010101000005, 8801767336744"
12834,VN0079010102230067,"8934563131258, 250103011900"
12835,VN0079010102230069,"250103119017, 8850228003510, 8850228003510"
12836,VN0079010102230073,"8936079140014, 8934680045650"
12837,VN0079010102230079,"8934841901863, 8938503131834, 8934774001005"
12838,VN0079010102230081,"8938502525344, 8850393991926"
12839,VN0079010102230084,"8935049015307, 8908009419644"
12840,VN0079010102230086,"8934841901863, 8934563138165"
12841,VN0079010102230088,"8934563165161, 8934563138165"
12842,VN0079010102230089,"8935005800145, 2270201000002, 2702010000039"
12843,VN0079010102230090,"8934588023132, 2010101000005, 2250103000058"
12844,VN0079010102230091,"8938502525337, 8936036025170, 8809713910116"
12845,VN0079010102230092,"8936031835118, 8935005801135"
12846,VN0079010102230093,"8938500432774, 8936049051715"
12847,VN0079010102230095,"8934588063053, 2010803000273, 2010805000226, 8935217413201"
12848,VN0079010102230096,"2010803000150, 8998866201360, 2260501000123, 2260501000048, 2260501000055, 260501000011, 2605010128874, 260202000017"
12849,VN0079010102230097,"2605010128867, 8934563151157"
12850,VN0079010102230099,"2010903000098, 8850453016835, 2501031190183, 2250103000133"
12851,VN0079010102230103,"8936079140014, 2010904000028"
12852,VN0079010102230104,"8935117702115, 8938507849025"
12853,VN0079010102230106,"2010901000304, 2010904000035, 8934840000130"
12854,VN0079010102230112,"8936104380316, 8936079120092, 8936079122249, 8936013680521"
12855,VN0079010102230113,"8851019330358, 8851019330341, 8851019510439, 8935273621008"
12856,VN0079010102230114,"8934563653132, 8936013680521"
12857,VN0079010102230115,"8936088900470, 2605010128898, 2260501000048, 2010101000005, 8934588673139, 260501000127"
12858,VN0079010102230116,"8936079142018, 2270102000026, 2270201000002"
12859,VN0079010102230117,"8935001715535, 8809027559889"
12860,VN0079010102230118,"2702010000022, 8809005028970"
12861,VN0079010102230119,"8935049500544, 2270103000025, 8936049051623, 8934588672118"
12862,VN0079010102230120,"8936017363505, 8938540871458, 8936049051715, 8936049051401, 8936049051753, 8936049051395, 8936013680507"
12863,VN0079010102230124,"8934804037806, 2010809000482"
12864,VN0079010102230125,"8935217445417, 8935217445110"
12865,VN0079010102230127,"8936079120139, 8934588883132"
12866,VN0079010102230130,"8934614015025, 2010805000356"
12867,VN0079010102230131,"8935049501527, 8935049501534, 8935049501534"
12868,VN0079010102230132,"8936036027464, 2010403000208, 6942836703226, 6942836703288, 8934680040136, 40144979"
12869,VN0079010102230134,"8935004401282, 8935049501503"
12870,VN0079010102230135,"2010803000402, 8934680043748, 8936176750055, 2010803000112"
12871,VN0079010102230140,"8936104380316, 8934588883132, 8934563193263"
12872,VN0079010102230141,"8934563177171, 8809351209924, 8809351209948"
12873,VN0079010102230142,"8934588013133, 8934588673139"
12874,VN0079010102230144,"8936146442263, 8938545001003, 8938545001041, 8935001282310, 8934803043884"
12875,VN0079010102230145,"2701010000018, 8935001282280, 8935001282266, 8935001282365"
12876,VN0079010102230146,"8934680045650, 8934680042567, 8934677000334"
12877,VN0079010102230148,"8936088900470, 2260501000055, 260501000011, 8934588873058"
12878,VN0079010102230149,"8938502525368, 2701020000060"
12879,VN0079010102230151,"8850096848503, 4902750706200"
12880,VN0079010102230152,"8936104380446, 2010803000181"
12881,VN0079010102230153,"2270101000591, 8936127796217, 8936127796217"
12882,VN0079010102230155,"8934588063053, 8851123237031"
12883,VN0079010102230158,"8936088900470, 260501001287, 2260501000031, 2260501000109, 2260501000048, 2605010128867, 8935001282433, 2260501000055, 2605010128874"
12884,VN0079010102230159,"8859578600288, 8934677000457"
